97,邹平县中医院,医院,宋晨光,三级_甲等,国有全资,滨州市,邹平县,邹平县城黛溪西路18号,256200,914,700,无
98,山东广富集团有限公司职工医院,医院,张广富,未定级_未定等,私有,滨州市,邹平县,邹平县青阳镇驻地,256217,11,20,无
99,邹平洪济医院,医院,刘纪永,未定级_未定等,私有,滨州市,邹平县,邹平县经济开发区国际商贸城,256200,26,21,无
100,邹平华康医院,医院,张霞,未定级_未定等,私有,滨州市,邹平县,邹平县黛溪三路58号,123456,35,20,无
101,邹平会仙桥医院,医院,张群庆,未定级_未定等,私有,滨州市,邹平县,邹平县会仙桥批发市场,256200,18,20,无
102,邹平康平医院,医院,林元磷,未定级_未定等,私有,滨州市,邹平县,邹平县黛西4路39号,256200,23,21,无
103,邹平梁邹医院,医院,邱波,未定级_未定等,私有,滨州市,邹平县,邹平县黛溪三路31号,256200,97,70,无
104,邹平仁和医院,医院,卓建展,未定级_未定等,私有,滨州市,邹平县,邹平县黄山办事处驻地,256200,24,20,无
105,邹平县东城职工医院,医院,程延忠,未定级_未定等,其他内资,滨州市,邹平县,邹平县城黄山三路七号,256200,21,0,无
106,邹平现代医院,医院,李敖,未定级_未定等,私有,滨州市,邹平县,邹平县城会仙一路建宇商城,123456,28,25,无
107,德州联合医院,医院,许建东,二级_甲等,国有全资,德州市,德城区,德州市马市街208号,253010,438,450,无
108,德州市德城区肛肠医院 ,医院,段立新,二级_甲等,国有全资,德州市,德城区,德州市青年路610号,253000,156,120,无
109,德州市市立医院,医院,段立新,二级_甲等,国有全资,德州市,德城区,德州市三八中路1766号,253012,910,758,无
110,中国水利水电第十三工程局医院,医院,张兴镇,二级_甲等,国有全资,德州市,德城区,德州市东风东路92号,253009,430,260,无
111,德棉医院 ,医院,刘汝峰,二级_未定等,国有全资,德州市,德城区,德州市商贸开发区顺河西路18号,253000,169,160,无
112,德州爱尔眼科医院,医院,包楼军,二级_未定等,私有,德州市,德城区,德州市德城区丹巴路东升街1号,253000,79,36,无
113,德州经济开发区人民医院 ,医院,,二级_未定等,国有全资,德州市,德城区,德州市经济开发区晶华路888号,253000,0,0,无
114,德州康复医院,医院,王鹏,二级_未定等,私有,德州市,德城区,德州市德城区天衢工业园东地北路181号,253000,85,100,无
115,德州口腔医院,医院,万少华,二级_未定等,私有,德州市,德城区,德州市德城区德兴中大道987号,253000,60,20,无
116,德州市优抚医院,医院,韩进宝,二级_未定等,国有全资,德州市,德城区,德州市开发区长河大道与新河东路交汇处,253000,239,273,无
117,德州市人民医院,医院,程吉东,三级_甲等,国有全资,德州市,德城区,德州市新湖大街1751号,253014,2142,1338,无
118,德州市第二人民医院,医院,高立民,三级_未定等,国有全资,德州市,德城区,德州市运河开发区纺织大道55号,253022,747,560,无
119,德州市中医院,医院,王平,三级_乙等,国有全资,德州市,德城区,德州市东方红西路461号,253013,768,410,无
120,德城区富泰经贸职工医院,医院,魏金有,一级_未定等,集体全资,德州市,德城区,德城区天衢中路1972号,253000,14,20,无
121,德州朝阳医院,医院,,一级_未定等,私有,德州市,德城区,德城区新村中街1号,253000,0,0,无
122,德州东方中医院,医院,王威,一级_未定等,私有,德州市,德城区,德州市新铁西南路58号楼30号,253000,13,20,无
123,德州河西骨外医院,医院,梁春旭,一级_未定等,股份合作,德州市,德城区,德州市东风西路运河名仕港6号楼,253000,33,20,无
124,德州恒丰纺织有限公司职工医院,医院,,一级_未定等,国有全资,德州市,德城区,德城区三八中路247号,253000,0,0,无
125,德州恒升医院,医院,高文圣,一级_未定等,国有全资,德州市,德城区,德州市天衢西路966号,253000,15,20,无
126,德州机床医院 ,医院,闫俊强,一级_未定等,国有全资,德州市,德城区,德州市铁西南路116号,253000,20,40,无
127,德州监狱医院,医院,张传林,一级_未定等,国有全资,德州市,德城区,德城区解放中大道971号；德城区解放中大道1136号,253000,16,6,无
128,德州建筑医院,医院,祝兰梅,一级_未定等,国有全资,德州市,德城区,德城区马市街47号,253000,27,20,无
129,德州交通医院,医院,刘民,一级_未定等,股份有限公司,德州市,德城区,东风中路389号,253000,25,24,无
130,德州京城医院,医院,张文泰,一级_未定等,私有,德州市,德城区,德城区解放南路101号,253000,34,22,无
131,德州晶峰职工医院,医院,,一级_未定等,集体全资,德州市,德城区,德城区陵西大道68号,253000,13,20,无
132,德州康正中医骨科医院,医院,韩军,一级_未定等,私有,德州市,德城区,德州市经济开发区大学路华宇学院西楼,253000,33,50,无
133,德州龙光医院,医院,丁永强,一级_未定等,私有,德州市,德城区,德城区新河路南金腾豪庭小区1号楼商业房1-2层7号*J,253000,21,22,无
134,德州平安医院,医院,刘平,一级_未定等,私有,德州市,德城区,德城区解放南路38号,253000,12,20,无
135,德州仁和中医院,医院,孙金玉,一级_未定等,私有,德州市,德城区,德州市东风东路875号,253000,8,30,无
136,德州瑞康微创骨科医院,医院,武艳,一级_未定等,私有,德州市,德城区,德城区向阳大街112号,253000,25,26,无
137,德州时代妇科医院,医院,潘文煌,一级_未定等,股份合作,德州市,德城区,德州市德城区黎明街15号,253000,34,20,无
138,德州世纪协和医院,医院,董晓欣,一级_未定等,私有,德州市,德城区,德城区迎宾路2号,253000,36,28,无
139,德州市红十字会医院,医院,陈冬梅,一级_未定等,集体全资,德州市,德城区,德城区解放北路北园小区西门南侧,253000,38,34,无
140,德州手足外科医院,医院,徐进,一级_未定等,私有,德州市,德城区,德州区三八东路东路1763号,253000,35,30,无
141,德州曙光泌尿专科医院,医院,董晓欣，高山,一级_未定等,股份合作,德州市,德城区,德州市德城区解放南路东侧7号,253000,25,20,无
142,德州玉昌中医脉管炎专科医院,医院,王玉昌,一级_未定等,私有,德州市,德城区,德州市德城区迎宾路121号,253000,12,20,无
143,德州振华有限公司职工医院,医院,李福芹,一级_未定等,集体全资,德州市,德城区,德城区湖滨南路55号,253000,20,20,无
144,乐陵市人民医院,医院,马润洲,二级_甲等,国有全资,德州市,乐陵市,乐陵市安居路62号,253600,655,620,无
145,乐陵市中医院,医院,李向东,二级_甲等,国有全资,德州市,乐陵市,乐陵市枣城南大街204号,253600,424,240,无
146,乐陵康泰医院,医院,董建建,一级_未定等,私有,德州市,乐陵市,乐陵市杨安镇苗家社区,253600,59,30,无
147,乐陵西城医院,医院,康立堂,一级_未定等,私有,德州市,乐陵市,乐陵市五洲西大道197号,253600,45,20,无
148,乐陵协和医院,医院,苏文涛,一级_未定等,私有,德州市,乐陵市,山东省德州市乐陵市阜盛东路77号,253600,45,50,无
149,临邑县中医院,医院,李长胜,二级_丙等,国有全资,德州市,临邑县,临邑县临邑镇青年路13,251500,475,360,无
150,临邑县人民医院,医院,付洪楼,二级_甲等,国有全资,德州市,临邑县,临邑县广场大街105号,251500,979,800,无
151,临邑县第二人民医院,医院,王照祥,二级_未定等,国有全资,德州市,临邑县,德州市临邑县德平镇小西关,251514,158,145,无
152,临邑京德中医疼痛专科医院,医院,邢友胜,未定级_未定等,私有,德州市,临邑县,德州市临邑县北环路渤海路交界处,251500,20,20,无
153,临邑县北大医院,医院,苏文贵,未定级_未定等,私有,德州市,临邑县,德州市临邑县城区,251500,25,40,无
154,临邑县洛北眼科医院,医院,韩卫东,未定级_未定等,undefined,德州市,临邑县,德州市临邑县广场大街东段,251500,25,26,无
155,临邑阳光佳苑医院,医院,栾晓军,未定级_未定等,集体全资,德州市,临邑县,德州市临邑县广德大街7号,251500,32,56,无
156,胜利石油管理局临盘社区医院,医院,王宗岭,一级_未定等,国有全资,德州市,临邑县,德州市临邑县临盘采油厂,251500,141,125,无
157,德州市陵城区人民医院,医院,李丰新,二级_甲等,国有全资,德州市,陵城区,陵城区中兴路245号,253500,897,850,无
158,德州市陵城区中医院,医院,牛志强,二级_甲等,国有全资,德州市,陵城区,陵城区陵州路362号,253500,385,320,无
159,陵城区本田医院,医院,,一级_未定等,私有,德州市,陵城区,马场街,253500,0,0,无
160,陵城区郑寨大宗医院,医院,张付庆,一级_未定等,私有,德州市,陵城区,陵城区郑家寨镇大宗家村,253500,13,30,无
161,山东省宁津县人民医院,医院,张相恒,二级_甲等,国有全资,德州市,宁津县,山东省德州市宁津县教育路东,253400,832,820,无
162,山东省宁津县中医院,医院,石洪柱,二级_甲等,国有全资,德州市,宁津县,宁津县中心大街258号,253400,246,420,无
163,平原县第一人民医院,医院,李明河,二级_甲等,国有全资,德州市,平原县,平原县平原镇西关街20号,253100,1012,600,无
164,平原县中医院,医院,雷强,二级_乙等,国有全资,德州市,平原县,平原县恩城镇振兴路10号,253103,75,100,无
165,平原县龙门医院,医院,雷光水,未定级_未定等,私有,德州市,平原县,平原县光明西大街,253100,76,60,无
166,平原洛北医院,医院,韩卫东,一级_未定等,私有,德州市,平原县,平原县富民大街东首,253100,13,20,无
167,齐河县人民医院,医院,张景伟,二级_甲等,国有全资,德州市,齐河县,齐河县晏城镇齐晏大街338号,251100,919,793,无
168,齐河县中医院,医院,李伟,二级_甲等,国有全资,德州市,齐河县,齐河县城区齐晏大街554号,251100,242,160,无
169,齐河协和医院,医院,吴金烈,未定级_未定等,私有,德州市,齐河县,齐河县城区齐晏大街58号,251100,19,20,无
170,庆云县人民医院,医院,徐金英,二级_未定等,国有全资,德州市,庆云县,庆云县城内庆丰路777号,253700,824,569,无
171,武城县人民医院,医院,范承岗,二级_甲等,国有全资,德州市,武城县,武城县新城文化西街5号,253300,554,360,无
172,武城县中医院,医院,高洪东,二级_甲等,国有全资,德州市,武城县,武城县新城古贝路漳南街,253300,150,140,无
173,武城博爱医院,医院,许黎沧,一级_未定等,私有,德州市,武城县,武城县新城历亭路,253300,14,20,无
174,武城红霞医院,医院,陈金添,一级_未定等,私有,德州市,武城县,武城县新城古贝春大街,253300,20,20,无
175,武城仁爱医院,医院,任登辉,一级_未定等,私有,德州市,武城县,武城县鲁权屯镇滕达大街东首,253309,19,20,无
176,夏津县人民医院,医院,李贵才,二级_甲等,国有全资,德州市,夏津县,夏津县夏津镇西关南街239号,253200,698,618,无
177,夏津大华医院,医院,刘丽华,未定级_未定等,私有,德州市,夏津县,夏津县,253200,34,20,无
178,夏津红十字医院,医院,张文冰,未定级_未定等,私有,德州市,夏津县,夏津县,253200,36,57,无
179,夏津红霞医院,医院,朱红霞,未定级_未定等,私有,德州市,夏津县,夏津县,253200,19,20,无
180,夏津康复医院,医院,袁敬华,未定级_未定等,私有,德州市,夏津县,夏津县经济技术开发区承萱路北侧,253200,30,130,无
181,夏津县中医院,医院,王伟,未定级_未定等,国有全资,德州市,夏津县,夏津县北外环,253200,178,140,无
182,夏津新华夏医院,医院,陈雄,未定级_未定等,私有,德州市,夏津县,夏津县华夏A区,253200,28,30,无
183,夏津银城医院,医院,张保山,未定级_未定等,私有,德州市,夏津县,夏津县,253200,41,50,无
184,夏津运河医院,医院,刘保军,未定级_未定等,私有,德州市,夏津县,夏津县,253200,20,20,无
185,夏津祖申医院,医院,李祖申,未定级_未定等,私有,德州市,夏津县,夏津县宋楼镇时庄村,253200,16,20,无
186,禹城市人民医院,医院,麻元,二级_甲等,国有全资,德州市,禹城市,禹城市开拓路753号,251200,1116,853,无
187,禹城市中医院,医院,贾长辉,二级_甲等,国有全资,德州市,禹城市,禹城市开拓路601号,251200,287,325,无
188,东营市东营区人民医院,医院,苗其云,二级_甲等,国有全资,东营市,东营区,东营区济南路333号,257000,519,460,无
189,胜利石油管理局胜北医院,医院,郭中恒,二级_甲等,国有全资,东营市,东营区,山东东营市东营区德州路150号,205464,273,286,无
190,东营胜利中医医院,医院,苏国金,二级_未定等,股份合作,东营市,东营区,东营市东营区西三路234号,257000,43,50,无
191,东营市中医医院,医院,单东明,二级_未定等,股份有限公司,东营市,东营区,东营市胜泰路96号,257000,243,200,无
192,东营合德医院,医院,赵金亮,二级_乙等,私有,东营市,东营区,东营市东城辽河路南胶州路西,257091,45,100,无
193,东营华健糖尿病肾病医院,医院,宋桂梅,二级_乙等,股份合作,东营市,东营区,东营市西城淄博路75号,257000,26,120,无
194,胜利石油管理局胜采医院,医院,安之然,二级_乙等,国有全资,东营市,东营区,山东东营胜采医院,257000,148,122,无
195,胜利油田中心医院,医院,杨献平,三级_甲等,股份有限公司,东营市,东营区,东营区济南路31号,257034,2394,1571,无
196,东营市人民医院,医院,韩志东,三级_乙等,国有全资,东营市,东营区,东营区南一路317号,257091,1903,1360,无
197,中国石化集团胜利石油管理局胜利医院,医院,孙焕泉,三级_乙等,国有全资,东营市,东营区,山东省东营市北二路107号,257055,1230,800,无
198,东营爱尔眼科医院,医院,包楼军,未定级_未定等,私有,东营市,东营区,东营市西城北二路787号,257000,16,20,无
199,东营百草堂中医院,医院,刘文静,未定级_未定等,股份合作,东营市,东营区,东营市东营区中乐路99号,257000,23,24,无
200,东营滨海中医医院,医院,潘成祥,未定级_未定等,私有,东营市,东营区,东营市黄河路161号附25-1-24,257091,48,80,无
201,东营博爱妇产科医院,医院,林申探,未定级_未定等,私有,东营市,东营区,东营区燕山路与济宁路交汇处,257000,63,60,无
202,东营东康医院,医院,郑国柱,未定级_未定等,私有,东营市,东营区,东营区西二路185号,257000,26,18,无
203,东营鸿港医院,医院,刘长光,未定级_未定等,集体全资,东营市,东营区,东营区黄河路436号,257000,426,352,无
204,东营华东中医院,医院,刘杰,未定级_未定等,私有,东营市,东营区,东营市东营区北二路468号,257061,41,20,无
205,东营华山医院,医院,陈文开,未定级_未定等,私有,东营市,东营区,东营区北一路936号,257000,23,20,无
206,东营起风正骨医院,医院,田乙翔,未定级_未定等,私有,东营市,东营区,东营区西四路368号,257000,15,20,无
207,东营市东营区新区医院,医院,张献芬,未定级_未定等,国有全资,东营市,东营区,东营区庐山路1020号,257000,101,48,无
208,东营市口腔医院,医院,华中溪,未定级_未定等,私有,东营市,东营区,东营市西四路588号,257000,38,19,无
209,东营市立儿童医院,医院,马友范,未定级_未定等,国有全资,东营市,东营区,大渡河路与胶州路交叉口,257091,0,0,无
210,东营市荣军医院,医院,李辉,未定级_未定等,国有全资,东营市,东营区,东营区经济园区光明路137号,257000,46,80,无
211,东营市市直机关医院,医院,,未定级_未定等,国有全资,东营市,东营区,东营市东城胶州路北首,257091,0,0,无
212,东营市正骨医院牛庄分院,医院,毛春华,未定级_未定等,股份合作,东营市,东营区,东营区牛庄镇文化街5号,257086,36,50,无
213,东营同济医院,医院,吴凤忠,未定级_未定等,私有,东营市,东营区,东营区北二路与西四路交接处东北角,257000,36,15,无
214,东营文俊骨病医院,医院,张文俊,未定级_未定等,私有,东营市,东营区,东营市东二路323号,257000,20,20,无
215,东营真爱医院,医院,游清雄,未定级_未定等,私有,东营市,东营区,淄博路46号,257000,28,50,无
216,胜利油田康复医院,医院,,未定级_未定等,集体全资,东营市,东营区,东营区西三路0531号,257000,0,0,无
217,东营八局医院,医院,王春华,一级_甲等,私有,东营市,东营区,东营区燕山路108号,257000,46,40,无
218,东营仁济医院,医院,钟新翔,一级_甲等,私有,东营市,东营区,东营区西四路346号,257000,34,40,无
219,胜利石油管理局供应卫生院,医院,唐克杰,一级_甲等,国有全资,东营市,东营区,东营区东平路运全街,257024,137,65,无
